16000	16	2.79897
16000	32	4.42499
16000	64	4.93266
32000	16	4.30694
32000	32	5.4065
32000	64	8.25415
64000	16	5.78416
64000	32	9.08602
64000	64	11.2885
128000	16	6.97329
128000	32	12.0774
128000	64	19.6903
256000	16	7.70359
256000	32	14.1156
256000	64	25.7559
512000	16	8.01086
512000	32	15.1554
512000	64	29.2318
