1024	8	128	0.00316574
1024	16	64	0.00574542
1024	32	32	0.00297308
1024	64	16	0.003963
1024	128	8	0.00362072
1024	256	4	0.0056917
1024	512	2	0.00557488
2048	8	256	0.0112834
2048	16	128	0.0111002
2048	32	64	0.0113291
2048	64	32	0.00900707
2048	128	16	0.0103215
2048	256	8	0.0107596
2048	512	4	0.0111204
4096	8	512	0.0200224
4096	16	256	0.0225206
4096	32	128	0.0229032
4096	64	64	0.0211469
4096	128	32	0.0210937
4096	256	16	0.020194
4096	512	8	0.01819
8192	8	1024	0.0410028
8192	16	512	0.0405133
8192	32	256	0.0444314
8192	64	128	0.0441855
8192	128	64	0.0417827
8192	256	32	0.0453402
8192	512	16	0.0455445
16384	8	2048	0.0854786
16384	16	1024	0.0865578
16384	32	512	0.0900612
16384	64	256	0.0833255
16384	128	128	0.0688453
16384	256	64	0.0828905
16384	512	32	0.0903117
32768	8	4096	0.149064
32768	16	2048	0.151582
32768	32	1024	0.165751
32768	64	512	0.138783
32768	128	256	0.159729
32768	256	128	0.163203
32768	512	64	0.120872
65536	8	8192	0.247674
65536	16	4096	0.251285
65536	32	2048	0.247875
65536	64	1024	0.319762
65536	128	512	0.337532
65536	256	256	0.326561
65536	512	128	0.342667
131072	8	16384	0.49418
131072	16	8192	0.438104
131072	32	4096	0.468691
131072	64	2048	0.0314633
131072	128	1024	0.466584
131072	256	512	0.399496
131072	512	256	0.550138
262144	8	32768	0.599329
262144	16	16384	0.889679
262144	32	8192	0.887458
262144	64	4096	1.15912
262144	128	2048	1.07399
262144	256	1024	0.899293
262144	512	512	0.982056
524288	8	65536	0.846765
524288	16	32768	0.911911
524288	32	16384	1.44201
524288	64	8192	1.91301
524288	128	4096	2.22573
524288	256	2048	1.64783
524288	512	1024	1.62062
1048576	8	131072	0.692291
1048576	16	65536	1.39817
1048576	32	32768	1.90108
1048576	64	16384	2.94328
1048576	128	8192	0.827015
1048576	256	4096	0.673281
1048576	512	2048	0.249313
2097152	8	262144	0.669207
2097152	16	131072	0.791572
2097152	32	65536	1.01379
2097152	64	32768	1.35219
2097152	128	16384	4.52978
2097152	256	8192	4.34465
2097152	512	4096	3.83237
4194304	8	524288	1.18786
4194304	16	262144	1.93612
4194304	32	131072	3.20771
4194304	64	65536	4.61609
4194304	128	32768	4.76915
4194304	256	16384	5.34891
4194304	512	8192	4.85759
8388608	8	1048576	1.22161
8388608	16	524288	2.0737
8388608	32	262144	3.34469
8388608	64	131072	5.4087
8388608	128	65536	7.46744
8388608	256	32768	6.14375
8388608	512	16384	5.37222
